,en,zh
25756,We shouldn't expect too much help from Tom.,我们不该期望从Tom那得到太多帮助。
4916,You'd better go now.,你最好现在就走。
7065,I'm at the airport now.,我现在在机场。
2979,I want this phone.,我想要这部电话。
25030,Would you please look after the children?,你可以照顾一下孩子们吗?
13750,Some of the money was stolen.,一部分钱被偷了。
8990,I can't thank you enough.,我无法表达我对你的感谢。
6861,He's stronger than you.,他比你强壮。
8168,My mother isn't at home.,我妈妈不在家。
18897,Quite a few people have two cars.,不少人有两辆汽车。
19700,His brave deed earned him respect.,他的英勇行为使他赢得了尊重。
8128,It's not a dream at all.,它根本不是梦。
24369,She got married at the age of seventeen.,她十七岁结婚。
13644,My computer's acting strange.,我的电脑好诡异。
16475,Spanish is her native language.,西班牙语是她的母语。
24897,There are so many people at this concert.,这场演唱会的人真多。
18961,She is the one who feeds our dog.,她是喂我们的狗的人。
8384,Tickets are on sale now.,现在售票。
5246,I want an MP3 player!,我想要一个MP3播放器！
13464,I think that I'm intelligent.,我觉得我很聪明。
28144,The show was very interesting. You should have seen it.,演出真的很有意思，你该去看看的。
3896,They forced me out.,他们逼我出来。
17733,She stayed in the house all day.,她整天待在房子里。
1721,I ate the apple.,我吃了这个苹果。
25195,Is there central heating in this building?,这栋楼里面有中央暖气系统吗？
3777,My car isn't brown.,我的车不是棕的。
16742,Turn up the radio a little bit.,把收音机开大声一点。
15210,This is none of your business.,跟你没半毛钱关系。
15722,He has a wonderful personality.,他有一个很好的性格。
29088,"He came back not because he was homesick, but because he was running short of money.",他不是因为想家，而是因为没钱才回来的。
4050,What're you eating?,在吃什么呢？
27349,"Every time he comes here, he orders the same dish.",每次他来这里点一样的菜。
12280,I like strawberry ice cream.,我喜欢草莓味的冰淇淋。
13894,Tom couldn't control himself.,汤姆不能自已。
7705,Does anyone want coffee?,有人要咖啡吗？
21892,"I looked, but I didn't see anything.","我看过了, 但是没看到什么东西。"
12229,I got my friends to help me.,我请我的朋友来帮助我。
19146,They mistook him for his brother.,他们错把他当成他的兄弟。
7105,It looks like an apple.,看起来像个苹果。
6372,She talked childishly.,她说话幼稚。
7244,She's a glamorous girl.,她是个迷人的女孩子。
11877,You shouldn't have done it.,你不应该做的。
5062,He knows how to swim.,他会游泳。
3602,I heard Tom scream.,我听到汤姆尖叫。
15764,He likes smoking in the toilet.,他喜欢在厕所里吸烟。
11856,You did what was necessary.,你做了必要的事。
7756,He ate all of the apple.,他把整个苹果都吃了。
9638,We need to get some help.,我们需要人帮忙。
20078,Not all red apples taste the same.,不是所有的红苹果吃起来味道都一样。
16412,She has a lot of English books.,她有很多英文书。
10435,She must be angry with me.,她一定在生我的气。
10086,I have a high temperature.,我发烧了。
10766,Where are you going to be?,你会在哪里？
2956,I sat by his side.,我坐在他旁边。
7869,I always walk to school.,我总是走路到学校。
11934,Children often hate spinach.,小孩一般都讨厌菠菜。
12106,Her dream is to visit Paris.,她的梦想是参观巴黎。
9670,What do you think I want?,你认为我想要甚么？
5409,My gums are bleeding.,我的牙龈流血。
7520,What's in front of you?,在你面前是什么东西？
17487,I'm almost 180 centimeters tall.,我差不多180公分高。
4439,I wasn't alone then.,我当时不孤单。
12198,I don't drink coffee at all.,我一点咖啡也不喝。
21320,The rocket was launched into space.,火箭发射进入太空。
24004,Tom brings us gifts whenever he visits.,汤姆每次来看我们的时候都给我们带礼物。
4690,This is my father's.,这是我父亲的。
1558,Why is he here?,为什么他在这儿？
10892,Come out here. I need help.,出来，我需要帮助。
2488,She insulted him.,她侮辱了他。
26645,Will you put down that paper and listen to me?,你能放下文件听我说吗？
18147,You don't need to speak so loud.,你不必这么大声说话。
3523,He's a meth addict.,他是个吸毒男。
4542,It's safe to say so.,这么说是安全的。
15371,What do you want to say to me?,你想对我说什么？
3400,You're too modest.,你太谦虚了。
17273,How do you feel about the issue?,你对这个问题有甚么感受？
28528,I always enjoy listening to classical music in my free time.,有空的时候，我总喜欢听古典音乐。
2272,I am eating rice.,我在吃米饭。
18758,"If you don't go, I won't, either.",如果你不去，那我也不会去。
14429,I am blessed with good health.,我很幸运有健康的身体。
233,She cried.,她哭了。
26106,Are you sure you want to do this by yourself?,你确定要自己做这事吗？
12823,Tom didn't attempt to reply.,汤姆不企图回应。
9843,Did he look like a doctor?,他看起来像个医生吗？
16676,Tom found out where Mary lives.,汤姆找到了玛丽的住处。
23256,Is there any chance that he'll resign?,他有可能辞职吗?
25245,She knows a lot about the latest fashions.,她很了解最新的时尚趋势。
11392,My heart's beating so fast!,我的心跳得那么快！
19254,Tom was killed three years later.,汤姆在三年之后被杀了。
17261,His modesty is worth respecting.,他的谦逊值得尊敬。
9964,He was wounded in the war.,他是在战争中受伤的。
22655,Lake Towada is famous for its beauty.,十和田湖以它的美丽闻名。
9727,Why don't we order pizza?,为什么我们不订披萨呢？
27841,"If you pass this test, you could graduate next month.",如果你通过这个考试，你下个月就可以毕业了。
13231,He is ashamed of his failure.,他为他的失败感到羞耻。
23122,I can't stand that kind of politician.,我不能忍受那种政治家。
13201,He acts as if he were a king.,他表现得像国王一样。
24292,I'm looking forward to hearing from you.,我期待收到您的来信。
24342,"My father can swim, but my mother can't.",我父亲会游泳但我母亲不会。
10542,They had a baby last week.,上周他们生了一个孩子。
25043,You should have helped him with his work.,你应该帮他工作的。
10420,She cannot be over thirty.,她不可能超过30岁了。
21651,A bridge was built across the river.,人们修了一座桥过河。
10002,How old are your children?,你的孩子多大了？
4647,That's true as well.,说得也是。
15572,Could you take a picture of us?,您能好好给我们照一张相吗？
14539,I have neither time nor money.,我没有时间，也没有钱。
28939,"It was raining when we left, but by the time we arrived, it was sunny.",我们走的时候下着雨，到的时候有太阳。
19890,I thought the questions were easy.,我认为这些问题很容易。
16740,Tomorrow I have to go shopping.,明天我得购物。
27080,Tom has been on the wanted list for three years.,汤姆已经上通缉令三年了。
15738,He is a famous baseball player.,他是一位著名的棒球选手。
17221,He told us an interesting story.,他给我们讲了一个有趣的故事。
8458,Tom thinks there's hope.,汤姆认为有希望。
26951,How long would it take to swim across the river?,游过这条河要多久？
1726,I called Tom up.,我打电话给汤姆了。
27785,Tom is wearing the same clothes as he was yesterday.,汤姆穿着昨天穿的衣服。
18608,I love you more than you love me.,我爱你多于你爱我。
18746,I've finished writing the letter.,我已经写完信了。
24384,She's good at bargaining the price down.,她很善于砍价。
14554,I haven't made up my mind yet.,我还没有拿定主意。
26474,I go to the library two or three times a week.,我一周去图书馆两、三次。
10284,It is by no means certain.,这根本不是确定的。
21189,She was frequently late for school.,她经常上学迟到。
4607,She gave me a watch.,她给了我一支手表。
22016,Looks like today will be a long day.,看来今天会是漫长的一天啊。
28049,After reading his books I feel I can construct a house.,读完他的书后，我觉得我可以构建一栋房子。
15753,He is two years older than you.,他比你大两岁。
25494,His decision to retire surprised all of us.,他要退休的决定让我们都感到吃惊。
11115,I enjoyed talking with him.,我和他谈得很愉快。
1067,See you again.,再见！
7280,That was really unfair.,那真不公平。
11258,I'll be your first patient.,我将是你的第一个病人。
10940,Don't worry about the past.,不要担心过去。
21842,I don't have any friends to help me.,我没朋友帮我。
25268,That was one of the best times of my life.,那是我一生中最美好的时光之一。
16006,"I have the right to speak, too.",我也有权讲话。
6166,I'd like orange juice.,我想要橙汁。
6461,They work really hard.,他们工作的很辛苦。
19445,A doctor was called in right away.,医生立刻被请来了。
889,Did Tom reply?,汤姆有回应了吗？
966,I like to eat.,我喜欢吃。
10481,That'll put you in danger.,那将会使你处于危险。
20289,They were all dressed in uniforms.,他们全部穿制服了。
1963,The leaves fell.,叶子落了。
